Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry ,Instrument
519532,Asian Tea & Exports Ltd.,ASIANTNE,ASIAN TEA & EXPORTS LTD.-$,Active,X,10,INE822B01017,Comm.Trading & Distribution,Equity
521003,"Shiva Suitings Ltd.,",SHVSUIT,SHIVA SUITINGS LTD.,Active,P,10,INE02Z901011,Comm.Trading & Distribution,Equity
521182,Seasons Furnishings Ltd.,SEASONF,SEASONS FURNISHINGS LTD.,Active,XT,10,INE454D01015,Comm.Trading & Distribution,Equity
521232,"Sunil Industries Ltd.,",SUNILTX,SUNIL INDUSTRIES LTD.,Active,P,10,INE124M01015,Comm.Trading & Distribution,Equity
522289,NMS RESOURCES GLOBAL LIMITED,NMSRESRC,NMS Resources Global Ltd,Active,XT,10,INE169F01014,Comm.Trading & Distribution,Equity
523011,"Weizmann Limited.,",WEIZMANIND,WEIZMANN LTD.,Active,B,10,INE080A01014,Comm.Trading & Distribution,Equity
523289,Rama Vision Ltd,RAMAVISION,RAMA VISION LTD.,Active,X,10,INE763B01013,Comm.Trading & Distribution,Equity
523782,Mitshi India Limited,MITSHI,Mitshi India Ltd,Active,X,10,INE844D01017,Comm.Trading & Distribution,Equity
523874,Precision Containeurs Limited.,PRECISION,PRECISION CONTAINEURS LTD.,Active,XT,10,INE191C01015,Comm.Trading & Distribution,Equity
523896,AVI PRODUCTS INDIA LIMITED,APIL,Avi Products India Ltd,Active,XT,10,INE316O01021,Comm.Trading & Distribution,Equity
524414,Norris Medicines Ltd.,NORRIS,NORRIS MEDICINES LTD.,Active,X,10,INE744C01029,Comm.Trading & Distribution,Equity
524580,Priya Limited.,PRIYALT,PRIYA LTD.-$,Active,X,10,INE686C01014,Comm.Trading & Distribution,Equity
524590,Hemo Organic Limited,HEMORGANIC,Hemo Organic Limited,Active,X,10,INE422G01015,Comm.Trading & Distribution,Equity
524628,Parker Agro Chem Export Ltd.,PARKERAC,PARKER AGROCHEM EXPORTS LTD.-$,Active,X,10,INE750B01010,Comm.Trading & Distribution,Equity
524675,Kabsons Industries Ltd.,KABSON,KABSONS INDUSTRIES LTD.,Active,XT,10,INE645C01010,Comm.Trading & Distribution,Equity
524723,Bijoy Hans Ltd,BIJHANS,BIJOY HANS LTD.,Active,XT,10,INE491D01017,Comm.Trading & Distribution,Equity
526125,Arihant Tournesol Ltd.,ARHNTTO,ARIHANT TOURNESOL LTD.,Active,XT,10,INE00HZ01011,Comm.Trading & Distribution,Equity
526159,Nikhil Adhesives Ltd.,NIKHILAD,NIKHIL ADHESIVES LTD.-$,Active,X,10,INE926C01014,Comm.Trading & Distribution,Equity
526241,Amrapali Industries Ltd,AMRAPLIN,AMRAPALI INDUSTRIES LTD.,Active,X,5,INE762C01021,Comm.Trading & Distribution,Equity
526525,WORLDWIDE ALUMINIUM LIMITED,WWALUM,Worldwide Aluminium Ltd,Active,XT,10,INE550D01010,Comm.Trading & Distribution,Equity
526574,Enterprise International Limited,ENTRINT,ENTERPRISE INTERNATIONAL LTD.,Active,X,10,INE439G01019,Comm.Trading & Distribution,Equity
526705,Elegant Marbles & Grani Industries,ELEMARB,ELEGANT MARBLES & GRANI INDUSTRIES LTD.,Active,X,10,INE095B01010,Comm.Trading & Distribution,Equity
526865,Jainco Projects (India) Ltd.,JAINCO,JAINCO PROJECTS (INDIA) LTD.,Active,XT,10,INE966C01010,Comm.Trading & Distribution,Equity
526971,Dhoot Industrial Finance Ltd.,DHOOTIN,DHOOT INDUSTRIAL FINANCE LTD.,Active,X,10,INE313G01016,Comm.Trading & Distribution,Equity
530151,Vijay Textiles Ltd.,VIJAYTX,VIJAY TEXTILES LTD.,Active,X,10,INE256G01033,Comm.Trading & Distribution,Equity
530161,Garodia Chemicals Ltd.,GARODCH,GARODIA CHEMICALS LTD.,Active,P,10,INE236P01010,Comm.Trading & Distribution,Equity
530177,SPS International Ltd,SPSINT,SPS INTERNATIONAL LTD.,Active,X,10,INE758B01013,Comm.Trading & Distribution,Equity
530213,Fortune International Ltd.,FORINTL,FORTUNE INTERNATIONAL LTD.,Active,XT,10,INE501D01013,Comm.Trading & Distribution,Equity
530299,Kothari Products Ltd.,KOTHARIPRO,KOTHARI PRODUCTS LTD.,Active,B,10,INE823A01017,Comm.Trading & Distribution,Equity
530309,Chandra Prabhu International Ltd.,CHANDRAP,CHANDRA PRABHU INTERNATIONAL LTD.-$,Active,X,10,INE368D01017,Comm.Trading & Distribution,Equity
530431,Ador Fontech Ltd,ADORFO,ADOR FONTECH LTD.-$,Active,X,2,INE853A01022,Comm.Trading & Distribution,Equity
530445,Sumeru Industries Ltd.,SUMERUIND,SUMERU INDUSTRIES LTD.,Active,XT,1,INE764B01029,Comm.Trading & Distribution,Equity
530495,STRATMONT INDUSTRIES LIMITED,STRATMONT,Stratmont Industries Ltd,Active,Z,10,INE473C01025,Comm.Trading & Distribution,Equity
530797,Shree Ganesh Elastoplast Ltd,SHGANEL,SHREE GANESH ELASTOPLAST LTD.,Active,XT,10,INE400N01017,Comm.Trading & Distribution,Equity
530929,Euro Asia Exports Ltd.,EUROASIA,EURO ASIA EXPORTS LTD.,Active,P,10,INE535P01015,Comm.Trading & Distribution,Equity
530993,Sarthak Global Ltd.,SARTHAKGL,SARTHAK GLOBAL LTD.,Active,XT,10,INE075H01019,Comm.Trading & Distribution,Equity
531041,Competent Automobiles Co. Ltd.,COMPEAU,COMPETENT AUTOMOBILES CO.LTD.,Active,X,10,INE823B01015,Comm.Trading & Distribution,Equity
531158,Catvision Limited,CATVISION,Catvision Limited,Active,XT,10,INE660B01011,Comm.Trading & Distribution,Equity
531178,Hemang Resources Limited,HEMANG,Hemang Resources Ltd,Active,X,10,INE930A01010,Comm.Trading & Distribution,Equity
531190,Tavernier Resources Limited,TAVERNIER,Tavernier Resources Limi,Active,X,10,INE355H01015,Comm.Trading & Distribution,Equity
531196,Gagan Polycot India Ltd.,GAGANPO,GAGAN POLYCOT INDIA LTD.,Active,XT,10,INE297L01011,Comm.Trading & Distribution,Equity
531205,Kansal Fibres Ltd.,KANSAFB,KANSAL FIBRES LTD.,Active,P,10,INE179O01015,Comm.Trading & Distribution,Equity
531357,Mercury Metals Limited,MERMETL,MERCURY METALS LTD.,Active,XT,1,INE763M01028,Comm.Trading & Distribution,Equity
531402,LWS Knitwear Ltd,LWSKNIT,LWS KNITWEAR LTD.,Active,XT,10,INE281M01013,Comm.Trading & Distribution,Equity
531465,Nouveau Global Ventures Limited,NOUVEAU,NOUVEAU GLOBAL VENTURES LTD.,Active,X,10,INE317B01034,Comm.Trading & Distribution,Equity
531515,Mahan Industries Ltd.,MAHANIN,MAHAN INDUSTRIES LTD.,Active,X,10,INE735D01033,Comm.Trading & Distribution,Equity
531585,Devine Impex Limited,DEVINE,DEVINE IMPEX LTD.,Active,XT,10,INE455C01014,Comm.Trading & Distribution,Equity
531667,RR METALMAKERS INDIA LIMITED,RRMETAL,RR MetalMakers India Ltd,Active,X,10,INE117K01013,Comm.Trading & Distribution,Equity
531743,Hira Automobiles Ltd.,HIRAUTO,HIRA AUTOMOBILES LTD.,Active,P,10,INE258Z01013,Comm.Trading & Distribution,Equity
531744,Gini Silk Mills Ltd.,GINISILK,GINI SILK MILLS LTD.-$,Active,X,10,INE548B01018,Comm.Trading & Distribution,Equity
531752,BIOGEN PHARMACHEM INDUSTRIES LIMITED,BIOGEN,Biogen Pharmachem Industries Ltd,Active,XT,1,INE703D01023,Comm.Trading & Distribution,Equity
531775,Cistro Telelink Ltd.,CISTRO,CISTRO TELELINK LTD.,Active,XT,1,INE365C01023,Comm.Trading & Distribution,Equity
531780,Kaiser Corporation Limited,KACL,Kaiser Corporation Limited,Active,X,1,INE229G01022,Comm.Trading & Distribution,Equity
531819,Nuway Organic Naturals (India) Ltd.,NUWAY,NUWAY ORGANIC NATURALS INDIA LTD.,Active,XT,10,INE414L01012,Comm.Trading & Distribution,Equity
531842,Lahoti Overseas Ltd.,LAHOTIOV,LAHOTI OVERSEAS LTD.-$,Active,X,2,INE515C01023,Comm.Trading & Distribution,Equity
531881,Gujarat Metallic Coal & Coke Ltd,GMETCOAL,GUJARAT METALLIC COAL & COKE LTD.-$,Active,Z,100,INE146F01020,Comm.Trading & Distribution,Equity
531885,SVA India Ltd,SVAINDIA,SVA INDIA LTD.,Active,P,10,INE763K01014,Comm.Trading & Distribution,Equity
531918,Hindustan Appliances Ltd,HINDAPL,HINDUSTAN APPLIANCES LTD.,Active,XT,10,INE02XD01011,Comm.Trading & Distribution,Equity
532335,Ambica Agarbathies & Aroma Ind. Ltd.,AMBICAAGAR,AMBICA AGARBATHIES & AROMA INDUSTRIES LTD.,Active,B,10,INE792B01012,Comm.Trading & Distribution,Equity
532373,WEP Solutions Ltd,WEPSOLN,WEP SOLUTIONS LTD.,Active,X,10,INE434B01029,Comm.Trading & Distribution,Equity
532645,Beeyu Overseas Ltd.,BEEYU,BEEYU OVERSEAS LTD.,Active,XT,10,INE052B01011,Comm.Trading & Distribution,Equity
532713,Sakuma Exports Ltd.,SAKUMA,SAKUMA EXPORTS LTD.,Active,B,1,INE190H01024,Comm.Trading & Distribution,Equity
532805,Redington (India) ltd.,REDINGTON,REDINGTON (INDIA) LTD.,Active,A,2,INE891D01026,Comm.Trading & Distribution,Equity
533014,Sicagen India Limited,SICAGEN,SICAGEN INDIA LTD.,Active,X,10,INE176J01011,Comm.Trading & Distribution,Equity
533520,Yaarii Digital Integrated Services Limited,YAARII,Yaarii Digital Integrated Services Ltd,Active,A,2,INE126M01010,Comm.Trading & Distribution,Equity
534328,Hexa Tradex Limited,HEXATRADEX,HEXA TRADEX LTD.,Active,T,2,INE750M01017,Comm.Trading & Distribution,Equity
534674,Ducon Infratechnologies Limited,DUCON,Ducon Infratechnologies Ltd,Active,B,1,INE741L01018,Comm.Trading & Distribution,Equity
535204,Mukta Agriculture Limited,MUKTA,Mukta Agriculture Ltd,Active,XT,10,INE160O01031,Comm.Trading & Distribution,Equity
535205,Mystic Electronics Limited,MYSTICELE,Mystic Electronics Ltd,Active,XT,10,INE159O01033,Comm.Trading & Distribution,Equity
535620,Binny Mills Limited,BINNYMILLS,BINNY MILLS LTD.,Active,X,10,INE160L01011,Comm.Trading & Distribution,Equity
536170,KUSHAL LIMITED,KUSHAL,Kushal Ltd,Active,XT,2,INE647N01021,Comm.Trading & Distribution,Equity
537254,RCI Industries & Technologies Limited,RCIIND,RCI Industries & Technologies Ltd,Active,B,10,INE140B01014,Comm.Trading & Distribution,Equity
537492,Agrimony Commodities Limited,AGRIMONY,Agrimony Commodities Ltd,Active,M,10,INE567P01018,Comm.Trading & Distribution,Equity
538382,WEST LEISURE RESORTS LIMITED,WESTLEIRES,West Leisure Resorts Ltd,Active,XT,10,INE266P01017,Comm.Trading & Distribution,Equity
538452,Quasar India Limited,QUASAR,Quasar India Ltd,Active,X,10,INE855P01033,Comm.Trading & Distribution,Equity
538537,Omansh Enterprises Limited,OMANSH,Omansh Enterprises Ltd,Active,XT,2,INE378P01028,Comm.Trading & Distribution,Equity
538563,Adarsh Mercantile Limited,ADARSH,Adarsh Mercantile Ltd,Active,XT,10,INE673E01018,Comm.Trading & Distribution,Equity
538566,APOLLO TRICOAT TUBES LIMITED,APOLLOTRI,Apollo Tricoat Tubes Ltd,Active,A,2,INE919P01029,Comm.Trading & Distribution,Equity
538568,Fruition Venture Limited,FRUTION,Fruition Venture Ltd,Active,XT,10,INE836C01015,Comm.Trading & Distribution,Equity
538569,Triveni Enterprises Limited,TRIVENIENT,Triveni Enterprises Ltd,Active,X,1,INE916P01025,Comm.Trading & Distribution,Equity
538579,Trivikrama Industries Ltd.,TRIVIKRAMA,Trivikrama Industries Ltd,Active,MT,10,INE641Q01019,Comm.Trading & Distribution,Equity
538652,HIND COMMERCE LIMITED,HCLTD,Hind Commerce Ltd,Active,X,10,INE691J01019,Comm.Trading & Distribution,Equity
538667,Sirohia & Sons Limited,SIROHIA,Sirohia & Sons Ltd,Active,MT,10,INE785O01019,Comm.Trading & Distribution,Equity
538730,PDS MULTINATIONAL FASHIONS LIMITED,PDSMFL,PDS Multinational Fashions Ltd,Active,B,10,INE111Q01013,Comm.Trading & Distribution,Equity
538742,Panache Innovations Limited,PANACHE,Panache Innovations Ltd,Active,XT,10,INE516E01019,Comm.Trading & Distribution,Equity
538895,Mihika Industries Ltd.,MIHIKA,Mihika Industries Ltd,Active,XT,10,INE779Q01017,Comm.Trading & Distribution,Equity
538920,VINTAGE COFFEE AND BEVERAGES LIMITED,VINCOFE,Vintage Coffee And Beverages Ltd,Active,X,10,INE498Q01014,Comm.Trading & Distribution,Equity
539032,Fraser And Company Limited,FRASER,Fraser and Company Ltd,Active,X,10,INE184Q01010,Comm.Trading & Distribution,Equity
539041,SVP Housing Limited,SVPHOUSING,SVP Housing Ltd,Active,M,10,INE369Q01017,Comm.Trading & Distribution,Equity
539097,HKG LIMITED,HKG,HKG Ltd,Active,M,2,INE904R01027,Comm.Trading & Distribution,Equity
539116,O. P. Chains Limited,OPCHAINS,O. P. Chains Ltd,Active,M,10,INE118Q01018,Comm.Trading & Distribution,Equity
539197,Devhari Exports (India) Limited,DEVHARI,Devhari Exports (India) Ltd,Active,XT,1,INE553P01018,Comm.Trading & Distribution,Equity
539246,Jyotirgamya Enterprises Limited,JEL,Jyotirgamya Enterprises Ltd,Active,XT,10,INE805R01018,Comm.Trading & Distribution,Equity
539267,DR HABEEBULLAH LIFE SCIENCES LIMITED,DRHABEEB,Dr Habeebullah Life Sciences Ltd,Active,XT,10,INE579N01018,Comm.Trading & Distribution,Equity
539409,NEERAJ PAPER MARKETING LIMITED,NEERAJ,Neeraj Paper Marketing Ltd,Active,XT,10,INE894J01019,Comm.Trading & Distribution,Equity
539410,MUZALI ARTS LIMITED,MUZALI,Muzali Arts Ltd,Active,X,1,INE873S01022,Comm.Trading & Distribution,Equity
539449,IGC Industries Limited,IGCIL,IGC Industries Ltd,Active,XT,10,INE099S01016,Comm.Trading & Distribution,Equity
539533,ELITECON INTERNATIONAL LIMITED,ELITECON,Elitecon International Ltd,Active,XT,10,INE669R01018,Comm.Trading & Distribution,Equity
539546,Beekay Niryat Limited,BNL,Beekay Niryat Ltd,Active,X,10,INE679E01015,Comm.Trading & Distribution,Equity
539561,REMEDIUM LIFECARE LIMITED,REMLIFE,Remedium Lifecare Ltd,Active,X,10,INE549S01010,Comm.Trading & Distribution,Equity
539584,SHARANAM INFRAPROJECT AND TRADING LIMITED,SIPTL,Sharanam Infraproject and Trading Ltd,Active,XT,1,INE104S01022,Comm.Trading & Distribution,Equity
539600,CHAMAK HOLDINGS LIMITED,CHAMAK,Chamak Holdings Ltd,Active,X,10,INE049R01013,Comm.Trading & Distribution,Equity
539800,CHD Chemicals Limited,CHDCHEM,CHD Chemicals Ltd,Active,B,10,INE043U01010,Comm.Trading & Distribution,Equity
539814,LE LAVOIR LIMITED,LELAVOIR,LE Lavoir Ltd,Active,X,10,INE204S01012,Comm.Trading & Distribution,Equity
539834,Balgopal Commercial limited,BALGOPAL,Balgopal Commercial Ltd,Active,XT,10,INE119R01014,Comm.Trading & Distribution,Equity
539911,Svarnim Trade Udyog Limited,SNIM,Svarnim Trade Udyog Ltd,Active,X,1,INE730R01034,Comm.Trading & Distribution,Equity
539922,Rotographics (India) Limited,RGIL,Rotographics (India) Ltd,Active,X,10,INE364S01014,Comm.Trading & Distribution,Equity
539991,CONFIDENCE FUTURISTIC ENERGETECH LIMITED,CFEL,Confidence Futuristic Energetech Ltd,Active,X,10,INE700F01016,Comm.Trading & Distribution,Equity
540132,Sabrimala Industries India Limited,SIIL,Sabrimala Industries India Ltd,Active,X,10,INE400R01018,Comm.Trading & Distribution,Equity
540190,Franklin Industries Limited,FRANKLININD,Franklin Industries Ltd,Active,X,10,INE789R01014,Comm.Trading & Distribution,Equity
540221,Shashank Traders Limited,SHASHANK,Shashank Traders Ltd,Active,X,10,INE508R01018,Comm.Trading & Distribution,Equity
540243,NEW LIGHT APPARELS LIMTED,NEWLIGHT,New Light Apparels Ltd,Active,XT,10,INE835U01019,Comm.Trading & Distribution,Equity
540266,Globe Commercials Limited,GLCL,Globe Commercials Ltd,Active,XT,10,INE804Q01013,Comm.Trading & Distribution,Equity
540270,Raideep Industries Limited,RAIDEEPIND,Raideep Industries Ltd,Active,XT,10,INE923R01019,Comm.Trading & Distribution,Equity
540332,Tanvi Foods (India) Limited,TANVI,Tanvi Foods (India) Ltd,Active,M,10,INE978V01015,Comm.Trading & Distribution,Equity
540361,DANUBE INDUSTRIES LIMITED,DANUBE,Danube Industries Ltd,Active,XT,10,INE575D01033,Comm.Trading & Distribution,Equity
540377,IFL ENTERPRISES LIMITED,IFL,IFL Enterprises Ltd,Active,M,10,INE714U01016,Comm.Trading & Distribution,Equity
540401,Maximus International Limited,MAXIMUS,Maximus International Ltd,Active,B,10,INE544W01013,Comm.Trading & Distribution,Equity
540492,STARLINEPS ENTERPRISES LIMITED,STARLENT,Starlineps Enterprises Ltd,Active,M,5,INE594W01034,Comm.Trading & Distribution,Equity
540570,VARIMAN GLOBAL ENTERPRISES LIMITED,VARIMAN,Variman Global Enterprises Ltd,Active,X,10,INE717F01010,Comm.Trading & Distribution,Equity
540613,Gautam Exim Limited,GEL,Gautam Exim Ltd,Active,M,10,INE721X01015,Comm.Trading & Distribution,Equity
540653,Sintex Plastics Technology Ltd.,SINTEXPLAST,Sintex Plastics Technology Ltd,Active,B,1,INE501W01021,Comm.Trading & Distribution,Equity
540695,Dhruv Wellness Limited,DWL,Dhruv Wellness Ltd,Active,MT,10,INE109Y01011,Comm.Trading & Distribution,Equity
540696,KCD INDUSTRIES INDIA LIMITED,KCDGROUP,KCD Industries India Ltd,Active,XT,5,INE185U01027,Comm.Trading & Distribution,Equity
540717,Polo Queen Industrial and Fintech Limited,PQIF,Polo Queen Industrial and Fintech Ltd,Active,XT,10,INE689M01017,Comm.Trading & Distribution,Equity
540726,Trident Texofab Limited,TTFL,Trident Texofab Ltd,Active,B,10,INE071Y01013,Comm.Trading & Distribution,Equity
540730,Mehai Technology Limited,MEHAI,Mehai Technology Ltd,Active,B,10,INE062Y01012,Comm.Trading & Distribution,Equity
540809,MRC Exim Limited,MRCEXIM,MRC Exim Ltd,Active,M,10,INE333Y01017,Comm.Trading & Distribution,Equity
540811,Diggi Multitrade Limited,DML,Diggi Multitrade Ltd,Active,M,10,INE158R01012,Comm.Trading & Distribution,Equity
540823,Vitesse Agro Limited,VITESSE,Vitesse Agro Ltd,Active,XT,10,INE550U01014,Comm.Trading & Distribution,Equity
540829,Chandrima Mercantiles limited,CHANDRIMA,Chandrima Mercantiles Ltd,Active,X,10,INE371F01016,Comm.Trading & Distribution,Equity
540914,SRU Steels Limited,SRUSTEELS,SRU Steels Ltd,Active,XT,10,INE425C01017,Comm.Trading & Distribution,Equity
540936,Gautam Gems Limited,GGL,Gautam Gems Ltd,Active,B,10,INE063Z01017,Comm.Trading & Distribution,Equity
540980,The Yamuna Syndicate Ltd,YSL,The Yamuna Syndicate Ltd,Active,X,100,INE868X01014,Comm.Trading & Distribution,Equity
541152,Advitiya Trade India Limited,ADVITIYA,Advitiya Trade India Ltd,Active,M,10,INE705X01018,Comm.Trading & Distribution,Equity
541276,HARDWYN INDIA LIMITED,HARDWYN,Hardwyn India Ltd,Active,M,10,INE626Z01011,Comm.Trading & Distribution,Equity
541702,Ashnisha Industries Limited,ASHNI,Ashnisha Industries Ltd,Active,XT,10,INE694W01016,Comm.Trading & Distribution,Equity
541741,Tinna Trade Limited,TINNATFL,Tinna Trade Ltd,Active,X,10,INE401Z01019,Comm.Trading & Distribution,Equity
542012,A-1 Acid Limited,AAL,A-1 Acid Ltd,Active,M,10,INE911Z01017,Comm.Trading & Distribution,Equity
542025,Sun Retail Limited,SUNRETAIL,Sun Retail Ltd,Active,M,1,INE206Z01020,Comm.Trading & Distribution,Equity
542145,Roni Households Limited,RONI,Roni Households Ltd,Active,M,10,INE02AP01013,Comm.Trading & Distribution,Equity
542155,Diksha Greens Limited,DGL,Diksha Greens Ltd,Active,M,10,INE01GR01018,Comm.Trading & Distribution,Equity
542206,NIVAKA FASHIONS LIMITED,NIVAKA,Nivaka Fashions Ltd,Active,XT,1,INE139E01028,Comm.Trading & Distribution,Equity
542232,Shankar Lal Rampal Dye-Chem Limited,SRD,Shankar Lal Rampal Dye-Chem Ltd,Active,T,10,INE01NE01012,Comm.Trading & Distribution,Equity
542524,AMBASSADOR INTRA HOLDINGS LIMITED,AIHL,Ambassador Intra Holdings Ltd,Active,XT,10,INE342U01016,Comm.Trading & Distribution,Equity
542597,MSTC Limited,MSTC,MSTC Ltd,Active,A,10,INE255X01014,Comm.Trading & Distribution,Equity
542627,Chandni Machines Limited,CHANDNIMACH,Chandni Machines Ltd,Active,X,10,INE01GZ01011,Comm.Trading & Distribution,Equity
542628,Northern Spirits Limited,NSL,Northern Spirits Ltd,Active,M,10,INE01BL01012,Comm.Trading & Distribution,Equity
542655,VIKAS LIFECARE LIMITED,VIKASLIFE,Vikas Lifecare Ltd,Active,B,1,INE161L01027,Comm.Trading & Distribution,Equity
542694,Parshva Enterprises Limited,PARSHVA,Parshva Enterprises Ltd,Active,M,10,INE05MV01019,Comm.Trading & Distribution,Equity
542721,Anand Rayons Limited,ARL,Anand Rayons Ltd,Active,M,10,INE02GA01012,Comm.Trading & Distribution,Equity
542803,Ellora Trading Limited,ELLORATRAD,Ellora Trading Ltd,Active,XT,10,INE560T01015,Comm.Trading & Distribution,Equity
543319,AA Plus Tradelink Limited,AAPLUSTRAD,AA Plus Tradelink Ltd,Active,M,10,INE0C5901014,Comm.Trading & Distribution,Equity
590065,INDIA MOTOR PARTS & ACCESSORIES LTD,IMPAL,INDIA MOTOR PARTS & ACCESSORIES LTD.,Active,B,10,INE547E01014,Comm.Trading & Distribution,Equity
590068,Khaitan (India) Ltd.,KHAITANLTD,KHAITAN (INDIA) LTD.,Active,T,10,INE731C01018,Comm.Trading & Distribution,Equity
500048,BEML Ltd,BEML,BEML LTD.,Active,A,10,INE258A01016,Commercial Vehicles,Equity
500191,HMT Limited,HMT,HMT LTD.,Active,Z,10,INE262A01018,Commercial Vehicles,Equity
500477,"Ashok Leyland Ltd.,",ASHOKLEY,ASHOK LEYLAND LTD.,Active,A,1,INE208A01029,Commercial Vehicles,Equity
500495,"Escorts Limited,",ESCORTS,ESCORTS LTD.,Active,A,10,INE042A01014,Commercial Vehicles,Equity
500570,Tata Motors Ltd.,TATAMOTORS,TATA MOTORS LTD.,Active,A,2,INE155A01022,Commercial Vehicles,Equity
505192,SML ISUZU LIMITED,SMLISUZU,SML ISUZU LIMITED,Active,A,10,INE294B01019,Commercial Vehicles,Equity
505650,Skyline Millars Ltd,SKYLMILAR,SKYLINE MILLARS LTD.,Active,X,1,INE178E01026,Commercial Vehicles,Equity
505690,Brady & Morris Engineering Co. Ltd.,BRADYM,BRADY & MORRIS ENGINEERING CO.LTD.,Active,X,10,INE856A01017,Commercial Vehicles,Equity
522001,"Cranex Ltd.,",CRANEX,CRANEX LTD.,Active,X,10,INE608B01010,Commercial Vehicles,Equity
522217,Gujarat Apollo Industries Ltd.,GUJAPOLLO,GUJARAT APOLLO INDUSTRIES LTD.,Active,B,10,INE826C01016,Commercial Vehicles,Equity
531266,V.S.T.Tillers Tractors Ltd.,VSTTILLERS,V.S.T.TILLERS TRACTORS LTD.-$,Active,A,10,INE764D01017,Commercial Vehicles,Equity
532966,Titagarh Wagons Ltd,TWL,TITAGARH WAGONS LTD.,Active,A,2,INE615H01020,Commercial Vehicles,Equity
533272,COMMERCIAL ENGINEERS & BODY BUILDERS CO. LIMITED,CEBBCO,COMMERCIAL ENGINEERS & BODY BUILDERS CO. LTD.,Active,B,10,INE209L01016,Commercial Vehicles,Equity
537669,LAXMIPATI ENGINEERING WORKS LIMITED,LAXMIPATI,Laxmipati Engineering Works Ltd,Active,M,10,INE920P01019,Commercial Vehicles,Equity
570001,Tata Motors Ltd.,TATAMTRDVR,Tata Motors Ltd - DVR,Active,A,2,IN9155A01020,Commercial Vehicles,Equity
500012,"Andhra Petrochemicals Ltd.,",ANDHRAPET,ANDHRA PETROCHEMICALS LTD.,Active,XT,10,INE714B01016,Commodity Chemicals,Equity
500117,"DCW Ltd.,",DCW,DCW LTD.,Active,T,2,INE500A01029,Commodity Chemicals,Equity
500123,Elantas Beck India Ltd,ELANTAS,ELANTAS BECK INDIA LTD.-$,Active,A,10,INE280B01018,Commodity Chemicals,Equity
500150,Foseco India Ltd,FOSECOIND,FOSECO INDIA LTD.,Active,B,10,INE519A01011,Commodity Chemicals,Equity
500153,"Ganesh Benzoplast Ltd.,",GANESHBE,GANESH BENZOPLAST LTD.,Active,B,1,INE388A01029,Commodity Chemicals,Equity
500171,GHCL Ltd.,GHCL,GHCL LTD.,Active,A,10,INE539A01019,Commodity Chemicals,Equity
500199,IG Petrochemicals Ltd,IGPL,I G PETROCHEMICALS LTD.,Active,B,10,INE204A01010,Commodity Chemicals,Equity
500201,India Glycols Ltd,INDIAGLYCO,INDIA GLYCOLS LTD.,Active,A,10,INE560A01015,Commodity Chemicals,Equity
500284,Lords Chloro Alkali Ltd,LORDSCHLO,LORDS CHLORO ALKALI LTD.,Active,X,10,INE846D01012,Commodity Chemicals,Equity
500298,National Peroxide Ltd.,NATPEROX,NATIONAL PEROXIDE LTD.,Active,A,10,INE585A01020,Commodity Chemicals,Equity
500412,"Thirumalai Chemicals Ltd.,",TIRUMALCHM,THIRUMALAI CHEMICALS LTD.,Active,A,1,INE338A01024,Commodity Chemicals,Equity
500449,"Hindustan Organic Chemicals Ltd.,",HOCL,HINDUSTAN ORGANIC CHEMICALS LTD.,Active,B,10,INE048A01011,Commodity Chemicals,Equity
500645,Deepak Fertilizers &Petrochemicals,DEEPAKFERT,DEEPAK FERTILISERS & PETROCHEMICALS CORPORATION LTD.,Active,A,10,INE501A01019,Commodity Chemicals,Equity
500655,GARWARE HI-TECH FILMS LIMITED,GRWRHITECH,Garware Hi-Tech Films Ltd,Active,T,10,INE291A01017,Commodity Chemicals,Equity
500770,Tata Chemicals Ltd,TATACHEM,TATA CHEMICALS LTD.,Active,A,10,INE092A01019,Commodity Chemicals,Equity
500777,Tamilnadu Petroproducts Ltd,TNPETRO,TAMILNADU PETROPRODUCTS LTD.,Active,B,10,INE148A01019,Commodity Chemicals,Equity
505710,"Grauer & Weil (India) Ltd.,",GRAUWEIL,GRAUER & WEIL (INDIA) LTD.-$,Active,B,1,INE266D01021,Commodity Chemicals,Equity
506248,Amines & Plasticizers Ltd,AMNPLST,AMINES & PLASTICIZERS LTD.,Active,X,2,INE275D01022,Commodity Chemicals,Equity
506401,Deepak Nitrite Limited,DEEPAKNI,DEEPAK NITRITE LTD.-$,Active,A,2,INE288B01029,Commodity Chemicals,Equity
506520,"Jayshree Chemicals Ltd.,",JAYCH,JAYSHREE CHEMICALS LTD.,Active,X,10,INE693E01016,Commodity Chemicals,Equity
506525,Kanoria Chemicals & Industries Ltd.,KANORICHEM,KANORIA CHEMICALS & INDUSTRIES LTD.,Active,B,5,INE138C01024,Commodity Chemicals,Equity
506579,"Oriental Carbon & Chemicals Ltd.,",ORIENTCQ,ORIENTAL CARBON & CHEMICALS LTD.-$,Active,A,10,INE321D01016,Commodity Chemicals,Equity
506605,Polychem Ltd,POLYCHEM,POLYCHEM LTD.,Active,X,10,INE752B01024,Commodity Chemicals,Equity
506640,"Gujchem Distillers India Ltd.,",GUJCMDS,GUJCHEM DISTILLERS INDIA LTD.,Active,XT,10,INE218N01013,Commodity Chemicals,Equity
